config,mode,id,split,category,evidence_count,latency_ms,hit_at_1,rr_at_10,first_full_rank,recall_at_1,coverage_at_1,recall_at_2,coverage_at_2,recall_at_3,coverage_at_3,recall_at_4,coverage_at_4,recall_at_5,coverage_at_5,recall_at_6,coverage_at_6,recall_at_8,coverage_at_8,recall_at_10,coverage_at_10,ndcg_at_4,ndcg_at_10,precision_at_4,evidence_density_at_4,doc_hit_at_1,doc_recall_at_4,doc_precision_at_4,wrong_section_at_4,context_tokens_at_4,required_context_recall_at_4,recall_budget_256,coverage_budget_256,chunks_budget_256,recall_budget_512,coverage_budget_512,chunks_budget_512,recall_budget_768,coverage_budget_768,chunks_budget_768,recall_budget_1024,coverage_budget_1024,chunks_budget_1024,recall_budget_1536,coverage_budget_1536,chunks_budget_1536,recall_budget_2048,coverage_budget_2048,chunks_budget_2048,recall_budget_3072,coverage_budget_3072,chunks_budget_3072
A,bm25,q011,dev,exact_topic,1,6.735599949024618,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43067655807339306,0.43067655807339306,0.25,0.07253711201079623,1,1,1.0,3,1480,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q012,dev,paraphrase,1,6.743200006894767,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3280242648531286,0.4741686607787036,0.25,0.04338771259979174,1,1,1.0,3,1373,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q013,dev,no_accent,1,6.234900094568729,0,0.14285714285714285,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,1,1,1.0,4,1346,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,6,1.0,1.0,9
A,bm25,q014,dev,exact_topic,1,8.119199890643358,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944444444444444,1.0,1.0,0.0,0.361163261255109,0.0,0.0,1,1,1.0,4,1218,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4,0.0,0.0,6,0.0,0.5944444444444444,9
A,bm25,q015,dev,paraphrase,1,6.634899997152388,0,0.1111111111111111,9,0.0,0.0,0.0,0.54,0.0,0.54,0.0,0.54,0.0,0.54,0.0,0.54,0.0,0.54,1.0,1.0,0.2541221314807854,0.47865374300698404,0.25,0.028381219341275403,1,1,1.0,3,1274,,0.0,0.0,0,0.0,0.0,1,0.0,0.54,2,0.0,0.54,3,0.0,0.54,4,0.0,0.54,6,1.0,1.0,9
A,bm25,q016,dev,confusable,1,7.60949996765703,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07160152196471808,1,1,1.0,2,1458,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q017,dev,confusable,1,7.765199989080429,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.02888966237382527,1,1,1.0,3,1503,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q018,dev,formula,1,7.4878999730572104,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.07971981320880588,1,1,0.5,1,1430,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,10
A,bm25,q019,dev,qualifier,1,8.653099997900426,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.034990791896869246,1,1,0.75,2,1355,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q020,dev,qualifier,1,7.27490009739995,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.040555352575812935,1,1,0.75,2,1377,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q021,dev,negation,1,7.225399953313172,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6509209298071326,0.6509209298071326,0.5,0.02448146888813329,1,1,1.0,2,1495,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q022,dev,exact_topic,1,6.74580002669245,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.05398200599800067,0,1,0.5,1,1446,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
A,bm25,q023,dev,negation,1,6.684700027108192,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,4,1280,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4,0.0,0.0,6,0.0,0.0,9
A,bm25,q024,dev,qualifier,1,6.442400044761598,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04084365584198192,1,1,0.25,0,1401,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
A,bm25,q025,dev,mixed_language,1,6.118300021626055,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.03350083752093802,1,1,1.0,3,1519,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q026,dev,exact_topic,1,6.781300064176321,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.030826558265582657,1,1,1.0,3,1511,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q027,dev,exact_topic,1,6.568199954926968,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.031932773109243695,1,1,1.0,3,1460,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q028,dev,acronym,1,6.601100089028478,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.04685408299866131,1,1,1.0,2,1486,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q029,dev,negation,1,6.418799981474876,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.06102449888641425,1,1,0.5,1,1169,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q030,dev,exact_topic,1,6.533100036904216,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0394491998511351,1,1,1.0,3,1418,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q031,dev,exact_topic,1,7.063800003379583,0,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3562071871080222,0.0,0.0,1,1,1.0,4,1475,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,1.0,1.0,9
A,bm25,q032,dev,confusable,1,6.230799946933985,0,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3562071871080222,0.0,0.0,1,1,0.5,2,1484,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,1.0,1.0,8
A,bm25,q033,dev,symptom_only,1,6.883799913339317,0,0.3333333333333333,3,0.0,0.34615384615384615,0.0,0.34615384615384615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6944802254742825,0.6944802254742825,0.5,0.04406779661016949,1,1,1.0,2,1529,,0.0,0.0,0,0.0,0.34615384615384615,1,0.0,0.34615384615384615,2,0.0,0.34615384615384615,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,7
A,bm25,q034,dev,paraphrase,1,6.867800024338067,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.05731422859046984,1,1,0.75,2,1533,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q035,dev,exact_topic,1,6.721500074490905,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04083698953763078,1,1,1.0,3,1560,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,7
A,bm25,q036,dev,exact_topic,1,7.980099995620549,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.03894344734168642,1,1,1.0,3,1483,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q037,dev,multi_host,1,6.78719999268651,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3651538180575684,0.45104775048147816,0.25,0.037290455011974,1,1,1.0,3,1427,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q038,dev,confusable,1,7.480599917471409,0,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.38685280723454163,0.0,0.0,1,1,0.75,3,1531,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,1.0,1.0,5,1.0,1.0,7
A,bm25,q039,dev,acronym,1,7.786400034092367,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.016740690126409292,1,1,1.0,3,1351,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
A,bm25,q040,dev,acronym,1,6.9136000238358974,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.02399725745629071,1,1,1.0,3,1379,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
A,bm25,q041,heldout,no_accent,1,7.787399925291538,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9544421086898751,0.9544421086898751,0.5,0.08617594254937164,1,1,1.0,2,1327,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q042,heldout,multi_fact,1,7.519700098782778,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.07998602864128536,0,1,0.5,1,1380,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
A,bm25,q043,heldout,qualifier,1,7.137099979445338,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0671077504725898,1,1,1.0,3,1178,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
A,bm25,q044,heldout,qualifier,1,8.346799993887544,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.13688650306748465,1,1,1.0,3,1290,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q045,heldout,qualifier,1,9.17420000769198,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.07936507936507936,1,1,1.0,3,1418,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q046,heldout,mixed_language,1,7.701699971221387,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.06009615384615385,1,1,1.0,3,1387,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
A,bm25,q047,heldout,paraphrase,1,7.0420000702142715,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.038657171922685654,1,1,1.0,3,1330,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q048,heldout,exact_topic,1,8.804199984297156,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.03326474622770919,0,1,0.75,2,1495,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q049,heldout,multi_fact,1,8.6729999165982,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.03994242533285355,1,1,1.0,3,1397,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q050,heldout,paraphrase,1,9.281799895688891,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.05311231393775372,1,1,1.0,3,1530,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q051,heldout,negation,1,8.52680008392781,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.05191720393620631,1,1,0.5,1,1436,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
A,bm25,q052,heldout,paraphrase,1,7.520099985413253,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,4,1442,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,6,0.0,0.0,8
A,bm25,q053,heldout,paraphrase,1,7.432600017637014,0,0.0,,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.0,0.5426621160409556,0.6528578687482276,0.6528578687482276,0.25,0.0697980684811238,1,1,0.5,1,1216,,0.0,0.0,0,0.0,0.5426621160409556,1,0.0,0.5426621160409556,2,0.0,0.5426621160409556,3,0.0,0.5426621160409556,4,0.0,0.5426621160409556,6,0.0,0.5426621160409556,9
A,bm25,q054,heldout,qualifier,1,6.71470002271235,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0492542490461325,1,1,1.0,2,1448,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
A,bm25,q055,heldout,paraphrase,1,7.491299998946488,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.061708860759493674,1,1,0.75,2,1292,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
A,bm25,q056,heldout,paraphrase,1,7.098200032487512,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9488947770172586,0.9488947770172586,0.5,0.04284621270084162,1,1,1.0,2,1341,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
A,bm25,q057,heldout,paraphrase,1,7.533299969509244,0,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.38685280723454163,0.0,0.0,0,1,0.75,3,1391,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4,1.0,1.0,5,1.0,1.0,9
A,bm25,q058,heldout,multi_source,2,7.683799951337278,0,0.16666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.41183384043543503,0.0,0.0,1,0,0.75,3,1371,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,4,0.0,0.0,5,1.0,1.0,9
B,hybrid,q001,dev,exact_topic,1,29.656700091436505,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1093519882179676,1,1,0.75,2,1213,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,6,1.0,1.0,9
B,hybrid,q002,dev,symptom_only,1,30.604399973526597,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04337431693989071,1,1,0.5,1,1331,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,8
B,hybrid,q003,dev,qualifier,1,31.3355999533087,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1293731778425656,1,1,1.0,3,1166,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,6,1.0,1.0,9
B,hybrid,q004,dev,exact_topic,1,31.113000004552305,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04821494295178506,1,1,0.75,2,1342,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
B,hybrid,q005,dev,mixed_language,1,28.633999987505376,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.11266968325791855,1,1,1.0,3,1097,,0.0,0.0,0,1.0,1.0,2,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,6,1.0,1.0,10
B,hybrid,q006,dev,qualifier,1,28.583899955265224,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.11764705882352941,1,1,0.75,2,1160,1.0,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,5,1.0,1.0,6,1.0,1.0,9
B,hybrid,q007,dev,mixed_language,1,28.358699986711144,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.04613841524573721,1,1,0.75,2,1366,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
B,hybrid,q008,dev,qualifier,1,30.234300065785646,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.08877721943048576,1,1,1.0,3,1311,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
B,hybrid,q009,dev,exact_topic,1,29.75670003797859,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.058259081562714185,1,1,1.0,3,1387,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
B,hybrid,q010,dev,mixed_language,1,29.472599970176816,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.056256392771905896,1,1,0.75,2,1410,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
B,hybrid,q011,dev,exact_topic,1,29.508300009183586,0,0.5,2,0.0,0.4372093023255814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8371990681512717,0.8371990681512717,0.5,0.07439446366782007,1,1,1.0,2,1362,,0.0,0.0,0,0.0,0.4372093023255814,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
B,hybrid,q012,dev,paraphrase,1,28.678399976342916,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.04221546774738264,1,1,1.0,3,1391,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,9
B,hybrid,q013,dev,no_accent,1,28.640300035476685,0,0.5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.25,0.024759284731774415,1,1,1.0,3,1382,,0.0,0.0,0,0.0,0.0,1,1.0,1.0,2,1.0,1.0,2,1.0,1.0,4,1.0,1.0,5,1.0,1.0,8
B,hybrid,q014,dev,exact_topic,1,29.93860002607107,0,0.3333333333333333,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.06137061029662462,1,1,1.0,3,1228,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,10
B,hybrid,q015,dev,paraphrase,1,28.23190006893128,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43067655807339306,0.43067655807339306,0.25,0.05172413793103448,1,1,1.0,3,1163,,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,1.0,1.0,5,1.0,1.0,6,1.0,1.0,10
B,hybrid,q016,dev,confusable,1,28.124800068326294,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8179947075158921,0.920750351718039,0.25,0.07903780068728522,1,1,0.75,2,1263,,0.0,0.0,0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,3,1.0,1.0,4,1.0,1.0,6,1.0,1.0,9
